order_id,customer_id,order_date,ship_date,return_date,ship_mode,total_amount
3899,635,2025-01-12,2025-01-19,,Same Day,2000.93
3900,867,2025-06-30,2025-07-01,,Express,1385.41
3901,459,2025-09-24,2025-09-27,2025-10-16,Express,1404.77
3902,976,2025-11-07,2025-11-13,,Standard,1490.49
3903,291,2025-08-18,2025-08-19,,Standard,174.64
3904,468,2025-07-24,2025-07-29,,Standard,3757.77
3905,713,2025-04-05,2025-04-10,,Standard,43.83
3906,620,2025-10-31,2025-11-07,,Express,1517.74
3907,7,2025-10-02,2025-10-05,,Same Day,2628.6
3908,540,2024-11-03,2024-11-10,,Express,762.07
3909,167,2023-10-21,2023-10-24,,Express,2778.09
3910,427,2025-03-22,2025-03-25,,Same Day,1328.87
3911,519,2025-10-12,2025-10-19,,Same Day,1131.78
3912,453,2024-05-22,2024-05-25,,Standard,778.78
3913,505,2025-01-18,2025-01-23,,Same Day,838.65
3914,915,2025-10-25,2025-10-28,,Express,930.76
3915,751,2025-06-10,2025-06-14,,Express,1817.56
3916,807,2025-09-17,2025-09-19,,Express,621.74
3917,981,2025-10-25,2025-10-26,,Same Day,1017.29
3918,439,2025-09-19,2025-09-20,,Standard,195.11
3919,904,2025-09-07,2025-09-08,,Express,800.54
3920,382,2024-12-04,2024-12-09,,Standard,296.27
3921,75,2025-02-14,2025-02-16,,Standard,489.68
3922,819,2025-06-14,2025-06-21,,Standard,2270.51
3923,6,2025-06-02,2025-06-05,,Same Day,1433.3
3924,209,2025-06-28,2025-07-03,,Same Day,2019.05
3925,103,2025-07-15,2025-07-18,,Same Day,1148.19
3926,538,2025-08-08,2025-08-12,,Same Day,544.16
3927,734,2024-11-01,2024-11-03,,Same Day,3778.01
3928,960,2025-02-23,2025-02-27,,Same Day,628.65
3929,808,2025-09-26,2025-10-02,,Same Day,1283.54
3930,424,2024-03-20,2024-03-26,2024-04-03,Same Day,553.41
3931,757,2025-12-06,2025-12-08,,Express,829.18
3932,215,2023-07-17,2023-07-22,,Standard,1188.68
3933,725,2025-10-17,2025-10-24,,Same Day,826.88
3934,137,2025-01-23,2025-01-30,2025-02-01,Same Day,2184.63
3935,147,2025-09-17,2025-09-18,,Same Day,2460.88
3936,95,2023-12-15,2023-12-19,,Standard,730.33
3937,533,2025-09-15,2025-09-19,,Standard,1169.62
3938,209,2025-11-06,2025-11-10,,Same Day,1625.64
3939,170,2025-09-28,2025-10-02,,Standard,141.06
3940,682,2025-10-02,2025-10-04,,Express,841.99
3941,492,2025-06-15,2025-06-18,,Express,364.15
3942,576,2025-03-01,2025-03-04,,Express,467.78
3943,159,2025-11-02,2025-11-03,,Same Day,3605.7
3944,93,2025-05-07,2025-05-14,,Same Day,1079.08
3945,760,2025-08-26,2025-08-30,,Same Day,942.8
3946,247,2025-11-05,2025-11-06,,Same Day,1442.66
3947,890,2025-11-23,2025-11-29,,Standard,1364.6
3948,661,2025-05-20,2025-05-22,2025-06-13,Standard,1989.89
3949,204,2025-07-11,2025-07-18,,Standard,686.18
3950,949,2025-11-28,2025-12-04,,Standard,224.25
3951,980,2025-11-20,2025-11-21,,Standard,1567.81
3952,159,2025-11-03,2025-11-08,,Standard,673.8
3953,759,2025-06-10,2025-06-12,,Same Day,2648.08
3954,438,2025-07-13,2025-07-16,,Same Day,492.4
3955,78,2025-11-12,2025-11-15,,Same Day,694.08
3956,148,2025-02-05,2025-02-07,,Express,278.37
3957,720,2024-05-20,2024-05-27,,Same Day,2230.13
3958,209,2025-03-12,2025-03-17,,Express,2084.22
3959,428,2025-05-10,2025-05-14,,Express,1622.33
3960,755,2025-11-06,2025-11-08,,Express,1800.66
3961,297,2025-05-17,2025-05-18,,Express,2006.2
3962,887,2025-07-13,2025-07-18,,Express,676.78
3963,626,2025-02-14,2025-02-16,,Same Day,366.82
3964,845,2025-11-14,2025-11-21,,Standard,3111.39
3965,192,2025-09-26,2025-09-28,,Standard,427.0
3966,57,2025-07-20,2025-07-22,,Same Day,1407.9
3967,480,2025-07-06,2025-07-10,,Standard,700.08
3968,503,2025-09-13,2025-09-20,,Same Day,565.63
3969,975,2025-04-19,2025-04-24,,Standard,920.34
3970,29,2025-07-30,2025-08-01,,Express,2288.0
3971,747,2025-08-11,2025-08-16,,Standard,322.56
3972,905,2025-05-26,2025-05-29,,Express,178.48
3973,622,2025-06-12,2025-06-17,,Same Day,1500.55
3974,449,2025-01-17,2025-01-23,,Same Day,2657.35
3975,740,2025-07-25,2025-07-31,,Standard,1895.21
3976,243,2025-06-16,2025-06-21,,Standard,2285.19
3977,818,2025-11-30,2025-12-07,,Standard,565.63
3978,207,2023-10-17,2023-10-20,,Standard,2099.89
3979,945,2025-11-22,2025-11-28,2025-12-13,Same Day,1011.45
3980,329,2024-06-03,2024-06-07,2024-07-02,Standard,756.89
3981,977,2024-03-10,2024-03-17,,Standard,1482.31
3982,24,2025-04-14,2025-04-20,,Same Day,2695.27
3983,965,2025-11-23,2025-11-29,,Standard,1984.62
3984,95,2024-08-21,2024-08-23,,Same Day,1005.56
3985,889,2025-08-03,2025-08-08,,Same Day,1290.28
3986,844,2024-04-15,2024-04-16,,Express,1012.79
3987,85,2025-05-14,2025-05-20,,Standard,1607.58
3988,624,2023-11-13,2023-11-15,,Same Day,690.26
3989,155,2025-10-03,2025-10-05,2025-10-11,Standard,541.34
3990,888,2025-12-01,2025-12-07,,Express,1036.83
3991,478,2025-11-15,2025-11-16,2025-12-12,Same Day,431.08
3992,690,2024-04-29,2024-04-30,2024-05-14,Standard,792.67
3993,133,2025-01-17,2025-01-18,,Same Day,530.74
3994,33,2024-12-10,2024-12-12,,Same Day,1718.92
3995,761,2025-11-12,2025-11-19,,Standard,3024.02
3996,203,2025-07-30,2025-08-05,,Standard,571.73
3997,301,2025-05-06,2025-05-08,,Express,2756.29
3998,214,2025-03-20,2025-03-26,,Same Day,957.29
3999,898,2025-02-26,2025-03-05,,Same Day,500.05
4000,107,2025-03-08,2025-03-15,,Standard,2641.73
4001,103,2025-05-27,2025-05-30,2025-06-16,Same Day,1895.84
4002,405,2025-09-01,2025-09-06,,Express,366.66
4003,881,2023-03-07,2023-03-12,,Standard,226.42
4004,154,2024-12-03,2024-12-06,,Standard,293.29
4005,861,2025-11-23,2025-11-28,,Express,253.95
4006,991,2024-07-07,2024-07-13,,Standard,777.88
4007,830,2025-09-23,2025-09-24,,Standard,893.47
4008,733,2025-12-09,2025-12-14,,Same Day,482.73
4009,598,2025-11-11,2025-11-18,2025-11-17,Standard,1496.21
4010,993,2025-10-13,2025-10-14,,Standard,1102.4
4011,435,2025-11-10,2025-11-13,,Same Day,827.96
4012,376,2024-05-30,2024-06-02,,Standard,765.32
4013,218,2025-11-18,2025-11-21,,Same Day,2025.06
4014,798,2025-03-30,2025-03-31,,Express,621.02
4015,953,2023-05-25,2023-05-29,,Same Day,167.88
4016,166,2025-09-02,2025-09-04,,Express,67.2
4017,62,2024-06-08,2024-06-13,,Express,303.39
4018,737,2025-03-08,2025-03-12,,Same Day,2879.68
4019,23,2025-08-02,2025-08-04,,Express,2541.37
4020,544,2025-01-31,2025-02-01,,Express,533.34
4021,976,2025-11-08,2025-11-15,,Same Day,803.38
4022,658,2023-09-24,2023-09-26,,Express,1362.26
4023,34,2024-07-02,2024-07-03,,Same Day,908.67
4024,372,2025-01-12,2025-01-16,,Same Day,271.49
4025,463,2024-10-10,2024-10-14,,Express,312.86
4026,638,2024-01-29,2024-02-01,,Same Day,97.89
4027,798,2025-07-07,2025-07-10,,Standard,1509.96
4028,969,2024-10-05,2024-10-08,,Standard,383.83
4029,141,2025-10-02,2025-10-09,,Express,617.6
4030,3,2023-08-02,2023-08-03,,Standard,1151.78
4031,817,2025-09-21,2025-09-26,,Standard,2876.54
4032,28,2025-12-01,2025-12-07,,Same Day,646.8
4033,236,2025-06-22,2025-06-26,,Standard,1044.83
4034,501,2025-03-08,2025-03-12,,Same Day,214.48
4035,14,2024-08-18,2024-08-19,,Same Day,607.63
4036,376,2024-07-31,2024-08-01,,Standard,1898.56
4037,890,2025-11-21,2025-11-24,,Express,119.27
4038,87,2025-07-06,2025-07-11,2025-07-23,Standard,850.87
4039,253,2025-11-01,2025-11-05,,Express,277.26
4040,82,2023-03-19,2023-03-26,,Express,82.67
4041,994,2025-10-14,2025-10-17,,Standard,406.85
4042,821,2024-07-20,2024-07-22,2024-07-29,Standard,1482.19
4043,18,2025-11-02,2025-11-04,,Same Day,3585.57
4044,693,2024-10-23,2024-10-27,,Express,3830.63
4045,611,2024-12-28,2025-01-01,2025-01-03,Same Day,1488.36
4046,6,2025-06-12,2025-06-14,,Standard,1711.4
4047,622,2025-04-09,2025-04-11,,Express,409.05
4048,945,2025-11-18,2025-11-25,,Express,209.27
4049,448,2025-08-01,2025-08-03,2025-08-22,Standard,2251.59
4050,538,2025-01-28,2025-02-04,,Express,2299.81
4051,20,2023-11-03,2023-11-04,,Express,515.62
4052,425,2025-08-01,2025-08-02,,Express,776.62
4053,642,2025-08-11,2025-08-12,,Standard,625.55
4054,52,2025-05-09,2025-05-14,,Express,54.67
4055,128,2025-02-25,2025-02-26,2025-03-20,Express,116.0
4056,600,2025-09-08,2025-09-13,,Same Day,630.81
4057,70,2025-10-28,2025-11-03,,Same Day,80.93
4058,879,2025-09-13,2025-09-19,,Same Day,670.1
4059,4,2025-05-06,2025-05-08,,Same Day,950.37
4060,68,2025-09-26,2025-10-03,,Express,2336.03
4061,626,2025-10-24,2025-10-29,2025-11-14,Express,1559.42
4062,663,2025-09-21,2025-09-28,,Express,1136.49
4063,803,2025-10-12,2025-10-17,,Same Day,31.23
4064,230,2024-06-22,2024-06-24,,Express,1330.57
4065,702,2023-08-27,2023-09-03,,Same Day,2574.32
4066,570,2025-06-01,2025-06-02,,Express,483.29
4067,979,2025-04-11,2025-04-13,,Express,498.38
4068,976,2025-11-01,2025-11-05,,Express,1334.77
4069,255,2023-11-29,2023-12-06,,Express,1585.4
4070,448,2023-10-16,2023-10-18,,Same Day,78.87
4071,686,2025-08-15,2025-08-20,,Same Day,266.5
4072,934,2025-03-17,2025-03-22,,Standard,78.54
4073,69,2025-05-09,2025-05-16,,Standard,865.5
4074,905,2025-09-02,2025-09-09,,Same Day,1132.03
4075,143,2024-08-13,2024-08-15,,Same Day,2253.15
4076,472,2025-09-30,2025-10-07,,Standard,248.6
4077,421,2025-08-26,2025-09-02,,Same Day,962.75
4078,676,2024-10-24,2024-10-30,,Same Day,2162.04
4079,266,2025-10-08,2025-10-15,,Same Day,1524.32
4080,967,2025-09-24,2025-09-25,,Same Day,881.56
4081,719,2025-11-07,2025-11-12,,Same Day,2245.88
4082,460,2025-09-18,2025-09-19,2025-10-05,Standard,309.28
4083,749,2025-07-15,2025-07-20,,Same Day,113.57
4084,988,2025-07-15,2025-07-21,,Standard,1001.78
4085,994,2025-10-22,2025-10-26,,Express,429.49
4086,548,2025-02-25,2025-02-27,,Express,18.74
4087,970,2025-07-28,2025-08-02,,Standard,246.2
4088,585,2025-10-04,2025-10-09,,Standard,1571.19
4089,553,2023-10-23,2023-10-24,,Express,1065.45
4090,554,2025-09-28,2025-10-02,,Express,240.0
4091,683,2025-07-27,2025-08-03,,Standard,420.9
4092,390,2023-06-08,2023-06-11,,Standard,325.65
4093,783,2024-08-19,2024-08-21,,Express,1136.07
4094,691,2025-11-29,2025-12-04,,Standard,1125.65
4095,615,2025-10-11,2025-10-15,,Same Day,2311.72
4096,155,2025-07-26,2025-08-01,,Same Day,2912.61
4097,966,2025-09-05,2025-09-11,,Express,715.04
4098,45,2025-11-28,2025-12-01,,Standard,150.83
4099,265,2025-11-02,2025-11-09,2025-11-23,Express,2126.94
4100,116,2024-04-11,2024-04-15,2024-05-01,Same Day,884.21
4101,255,2023-10-03,2023-10-07,,Same Day,785.77
4102,567,2025-11-09,2025-11-11,,Express,103.59
4103,363,2023-06-11,2023-06-18,,Same Day,138.05
4104,818,2025-12-07,2025-12-13,,Express,913.83
4105,187,2025-01-25,2025-01-31,2025-02-16,Express,2442.41
4106,719,2025-01-15,2025-01-22,,Express,480.97
4107,560,2024-08-04,2024-08-10,,Same Day,394.63
4108,440,2024-03-02,2024-03-05,,Express,3026.57
4109,156,2023-08-20,2023-08-24,2023-09-09,Express,457.66
4110,105,2025-05-24,2025-05-26,,Express,1027.01
4111,594,2025-05-03,2025-05-10,,Express,1178.34
4112,556,2024-09-24,2024-09-26,2024-10-15,Standard,337.88
4113,273,2025-11-19,2025-11-23,,Same Day,1197.1
4114,234,2025-04-12,2025-04-16,,Express,2164.61
4115,405,2025-04-05,2025-04-07,,Same Day,115.74
4116,456,2025-10-09,2025-10-14,2025-10-12,Same Day,979.85
4117,854,2025-06-05,2025-06-06,,Standard,1621.96
4118,850,2023-06-16,2023-06-21,,Same Day,721.45
4119,255,2024-04-05,2024-04-11,,Same Day,990.44
4120,656,2024-09-10,2024-09-17,,Same Day,2343.85
4121,418,2025-06-28,2025-06-30,,Same Day,2476.47
4122,418,2025-06-01,2025-06-04,,Standard,608.0
4123,45,2025-06-10,2025-06-13,,Standard,924.16
4124,411,2025-07-17,2025-07-24,,Standard,397.92
4125,932,2025-05-23,2025-05-26,,Express,2194.69
4126,769,2025-07-01,2025-07-05,,Standard,241.33
4127,632,2025-08-17,2025-08-21,,Standard,1705.31
4128,894,2024-09-11,2024-09-17,,Standard,559.49
4129,807,2025-11-28,2025-12-02,,Standard,1047.6
4130,482,2025-11-12,2025-11-18,2025-12-01,Standard,1233.06
4131,717,2025-04-05,2025-04-10,,Same Day,2201.51
4132,646,2024-09-22,2024-09-27,,Same Day,1401.25
4133,3,2025-03-18,2025-03-22,,Standard,443.44
4134,100,2025-04-11,2025-04-12,,Express,115.29
4135,530,2025-07-21,2025-07-28,,Express,1085.51
4136,638,2024-05-31,2024-06-04,,Express,1549.58
4137,560,2025-01-29,2025-02-03,,Same Day,1040.16
4138,825,2025-08-17,2025-08-23,,Express,1594.37
4139,714,2025-04-28,2025-05-03,,Same Day,3936.02
4140,391,2025-05-03,2025-05-09,,Standard,559.63
4141,336,2025-10-02,2025-10-07,,Express,1000.18
4142,823,2025-02-05,2025-02-06,,Standard,1519.04
4143,740,2025-11-18,2025-11-24,,Same Day,747.71
4144,800,2025-08-26,2025-08-29,,Express,581.02
4145,911,2024-07-28,2024-07-31,2024-08-15,Standard,2036.59
4146,433,2025-11-01,2025-11-03,,Same Day,928.26
4147,771,2025-12-07,2025-12-14,,Express,1353.53
4148,322,2023-11-15,2023-11-19,,Same Day,1330.6
4149,129,2025-08-27,2025-09-01,,Express,108.45
4150,382,2024-06-09,2024-06-13,,Standard,227.43
4151,26,2025-12-09,2025-12-15,,Express,44.34
4152,827,2024-04-06,2024-04-09,,Same Day,144.78
4153,257,2024-05-13,2024-05-14,,Express,82.43
4154,385,2025-12-06,2025-12-13,,Same Day,2499.93
4155,883,2025-12-05,2025-12-10,,Express,2295.3
4156,421,2025-08-25,2025-08-28,,Express,842.32
4157,166,2024-05-14,2024-05-21,,Express,1483.9
4158,323,2024-05-14,2024-05-21,,Express,2136.5
4159,349,2024-07-15,2024-07-20,,Express,1415.86
4160,787,2025-09-14,2025-09-16,,Same Day,866.3
4161,825,2025-11-17,2025-11-18,,Standard,410.18
4162,878,2025-11-29,2025-12-02,,Express,505.65
4163,803,2025-02-10,2025-02-17,,Express,979.95
4164,345,2025-09-29,2025-10-02,2025-10-14,Same Day,2193.53
4165,343,2025-02-25,2025-03-02,,Standard,950.35
4166,10,2025-07-10,2025-07-12,,Standard,1556.96
4167,180,2025-01-11,2025-01-14,,Express,226.78
4168,439,2025-12-09,2025-12-13,,Express,1776.03
4169,319,2025-03-17,2025-03-19,,Same Day,1856.56
4170,69,2024-06-14,2024-06-15,2024-06-22,Express,527.25
4171,727,2023-07-29,2023-07-30,,Same Day,1024.5
4172,835,2024-05-28,2024-06-02,,Same Day,1017.01
4173,398,2025-04-17,2025-04-18,,Same Day,684.63
4174,16,2025-09-26,2025-09-30,,Express,1188.68
4175,493,2025-08-27,2025-09-01,,Standard,1382.16
4176,178,2025-07-06,2025-07-11,,Express,808.68
4177,455,2023-03-07,2023-03-14,,Standard,499.31
4178,736,2025-05-20,2025-05-27,,Standard,743.61
4179,654,2025-07-17,2025-07-18,,Standard,1149.07
4180,942,2024-12-02,2024-12-03,,Express,584.44
4181,235,2025-12-09,2025-12-16,,Express,1480.27
4182,234,2025-10-28,2025-10-31,,Same Day,161.52
4183,396,2024-08-06,2024-08-10,,Same Day,1958.8
4184,173,2025-07-14,2025-07-17,,Standard,3234.75
4185,318,2024-11-11,2024-11-12,,Same Day,4025.27
4186,770,2025-01-14,2025-01-19,,Express,1475.04
4187,371,2025-09-04,2025-09-11,,Express,358.44
4188,49,2025-01-03,2025-01-09,,Express,2041.03
4189,313,2025-09-30,2025-10-03,,Express,2684.76
4190,347,2025-04-25,2025-05-02,,Standard,1240.28
4191,115,2025-05-22,2025-05-24,,Same Day,713.19
4192,459,2024-02-23,2024-03-01,,Same Day,105.3
4193,749,2025-12-06,2025-12-10,,Same Day,870.68
4194,752,2025-08-13,2025-08-17,,Express,457.48
4195,783,2024-12-22,2024-12-24,,Same Day,2360.54
4196,657,2024-10-05,2024-10-09,,Standard,721.41
4197,889,2025-11-11,2025-11-16,,Same Day,2830.06
4198,174,2025-01-21,2025-01-25,,Standard,358.21
4199,671,2025-12-07,2025-12-08,,Standard,1241.6
4200,622,2025-03-24,2025-03-26,,Express,524.52
4201,337,2025-09-07,2025-09-08,,Standard,2001.52
4202,333,2025-11-25,2025-11-30,,Standard,1810.79
4203,274,2025-08-20,2025-08-22,,Standard,430.94
4204,903,2025-01-24,2025-01-25,2025-02-23,Same Day,2315.19
4205,807,2025-08-01,2025-08-06,2025-08-31,Express,1518.9
4206,452,2024-10-09,2024-10-14,,Standard,668.32
4207,863,2025-08-28,2025-08-31,,Express,775.92
4208,261,2024-01-20,2024-01-26,,Express,794.67
4209,269,2025-07-02,2025-07-03,,Standard,3744.71
4210,840,2025-11-23,2025-11-26,,Express,1512.19
4211,618,2025-11-01,2025-11-03,,Same Day,614.86
4212,110,2023-05-20,2023-05-26,,Same Day,1465.2
4213,686,2024-11-11,2024-11-13,,Standard,484.33
4214,151,2025-04-25,2025-04-29,,Same Day,974.44
4215,677,2025-04-27,2025-05-04,,Express,2317.52
4216,824,2025-11-19,2025-11-24,,Same Day,875.52
4217,541,2025-10-23,2025-10-30,,Same Day,1917.13
4218,614,2025-11-17,2025-11-20,,Express,1493.35
4219,493,2025-11-21,2025-11-27,,Express,2338.64
4220,108,2024-11-15,2024-11-22,,Standard,1596.23
4221,260,2025-11-07,2025-11-09,2025-11-12,Same Day,561.25
4222,613,2025-04-02,2025-04-08,,Same Day,1540.61
4223,259,2025-02-14,2025-02-17,,Standard,236.82
4224,852,2025-07-22,2025-07-28,,Express,253.74
4225,167,2024-05-10,2024-05-12,,Standard,446.04
4226,155,2025-12-04,2025-12-05,,Same Day,130.28
4227,563,2025-11-21,2025-11-22,,Standard,1209.14
4228,967,2025-01-29,2025-01-31,,Same Day,1525.71
4229,888,2025-06-08,2025-06-09,,Same Day,2386.34
4230,947,2025-06-08,2025-06-10,,Standard,337.81
4231,836,2025-11-14,2025-11-15,,Standard,2301.89
4232,911,2024-06-15,2024-06-16,2024-07-04,Express,1157.34
4233,473,2025-10-09,2025-10-13,2025-10-12,Same Day,1891.51
4234,862,2025-08-23,2025-08-28,,Same Day,1299.17
4235,942,2025-10-22,2025-10-28,,Standard,2968.13
4236,561,2025-08-27,2025-09-03,,Express,3347.03
4237,393,2023-08-12,2023-08-15,2023-09-07,Standard,1432.0
4238,920,2025-06-08,2025-06-11,,Same Day,729.46
4239,250,2025-09-30,2025-10-01,,Standard,877.09
4240,806,2024-07-14,2024-07-17,,Same Day,2752.59
4241,657,2024-09-06,2024-09-08,,Express,103.44
4242,888,2025-08-22,2025-08-25,,Standard,1110.38
4243,36,2024-01-21,2024-01-23,,Standard,1426.16
4244,469,2025-02-17,2025-02-19,2025-03-18,Express,2145.04
4245,967,2024-05-31,2024-06-06,,Express,442.82
4246,855,2025-10-29,2025-11-01,2025-11-23,Standard,1019.71
4247,447,2025-02-20,2025-02-26,,Express,1318.2
4248,95,2023-12-30,2023-12-31,,Express,2078.63
4249,939,2024-09-17,2024-09-20,,Same Day,1215.86
4250,93,2025-11-20,2025-11-27,,Standard,122.85
4251,289,2023-06-28,2023-07-05,,Express,96.0
4252,103,2025-08-14,2025-08-19,,Same Day,1384.8
4253,276,2025-09-27,2025-10-02,,Same Day,390.45
4254,630,2024-11-29,2024-12-02,,Standard,1691.8
4255,441,2025-08-03,2025-08-08,,Same Day,75.28
4256,145,2025-05-30,2025-06-04,,Same Day,1220.72
4257,637,2025-05-11,2025-05-13,,Express,418.34
4258,804,2024-08-20,2024-08-25,,Express,554.93
4259,572,2024-11-12,2024-11-17,,Same Day,759.11
4260,122,2025-09-04,2025-09-09,,Same Day,764.31
4261,657,2025-08-27,2025-09-03,,Express,322.26
4262,32,2025-06-30,2025-07-07,,Standard,530.64
4263,372,2025-03-02,2025-03-09,2025-03-19,Express,441.37
4264,24,2025-11-28,2025-11-30,,Standard,1244.63
4265,136,2025-09-21,2025-09-27,,Express,330.75
4266,466,2025-08-13,2025-08-18,,Standard,1089.5
4267,390,2023-01-15,2023-01-18,,Same Day,448.91
4268,876,2025-04-13,2025-04-20,,Same Day,596.34
4269,378,2024-06-01,2024-06-02,,Express,1430.34
4270,344,2025-11-12,2025-11-15,,Standard,382.32
4271,472,2025-08-06,2025-08-10,,Standard,454.45
4272,688,2025-08-25,2025-08-27,,Express,1304.58
4273,617,2023-12-25,2024-01-01,2024-01-14,Same Day,153.84
4274,817,2025-11-12,2025-11-18,,Express,1064.75
4275,95,2025-06-30,2025-07-06,,Standard,1793.34
4276,447,2024-09-02,2024-09-04,,Same Day,941.41
4277,966,2025-09-05,2025-09-08,,Standard,2634.63
4278,461,2025-02-06,2025-02-13,,Express,2052.59
4279,739,2025-10-11,2025-10-14,,Standard,546.39
4280,108,2025-08-28,2025-08-31,,Express,858.26
4281,498,2025-03-05,2025-03-08,,Same Day,714.78
4282,130,2023-07-18,2023-07-25,,Standard,1064.25
4283,865,2025-11-09,2025-11-12,,Standard,189.61
4284,728,2023-03-19,2023-03-25,2023-04-11,Express,163.8
4285,225,2025-05-08,2025-05-11,,Standard,958.05
4286,471,2024-11-02,2024-11-04,,Express,995.14
4287,868,2025-08-11,2025-08-13,,Same Day,2492.58
4288,626,2025-06-02,2025-06-08,,Express,43.83
4289,6,2024-09-03,2024-09-04,,Same Day,226.78
4290,969,2025-07-09,2025-07-11,,Express,653.0
4291,735,2025-02-23,2025-02-25,2025-03-11,Standard,615.4
4292,399,2025-06-03,2025-06-10,,Standard,1430.12
4293,494,2023-06-21,2023-06-22,,Same Day,571.07
4294,657,2024-06-17,2024-06-18,2024-07-01,Standard,1094.89
4295,626,2025-03-18,2025-03-25,,Standard,376.09
4296,836,2025-12-02,2025-12-03,,Express,75.58
4297,83,2025-10-09,2025-10-10,,Standard,756.11
4298,970,2025-09-09,2025-09-10,,Standard,641.59
4299,205,2023-05-24,2023-05-25,,Express,918.16
4300,608,2025-07-24,2025-07-30,2025-08-11,Express,918.23
4301,928,2024-07-10,2024-07-15,,Express,1589.99
4302,576,2025-05-26,2025-05-29,,Standard,3635.79
4303,831,2025-08-21,2025-08-23,,Same Day,733.05
4304,480,2025-03-12,2025-03-17,,Standard,101.82
4305,886,2024-10-14,2024-10-17,,Express,2043.87
4306,286,2025-12-08,2025-12-15,2026-01-06,Same Day,391.08
4307,91,2025-08-13,2025-08-20,,Standard,2132.08
4308,486,2025-01-12,2025-01-19,,Same Day,457.57
4309,85,2025-05-16,2025-05-23,,Standard,1012.31
4310,37,2024-12-08,2024-12-11,2024-12-22,Same Day,303.24
4311,680,2025-02-08,2025-02-12,,Standard,713.08
4312,71,2025-05-16,2025-05-19,,Same Day,3434.51
4313,369,2025-05-20,2025-05-23,,Standard,505.18
4314,346,2025-03-11,2025-03-15,,Express,2074.42
4315,883,2025-10-29,2025-11-03,,Same Day,1049.64
4316,440,2025-05-08,2025-05-10,,Standard,1570.91
4317,735,2024-08-01,2024-08-04,,Same Day,1248.87
4318,200,2024-10-28,2024-10-30,,Standard,1033.0
4319,392,2025-12-03,2025-12-10,,Express,1234.42
4320,416,2025-11-30,2025-12-05,2025-12-13,Standard,1791.62
4321,457,2025-12-08,2025-12-12,,Same Day,1405.61
4322,52,2025-04-12,2025-04-15,,Express,1069.06
4323,361,2024-10-14,2024-10-17,,Standard,86.92
4324,211,2025-11-17,2025-11-23,,Same Day,351.42
4325,35,2025-11-05,2025-11-08,,Express,1313.9
4326,110,2023-06-17,2023-06-21,,Express,1304.84
4327,749,2023-04-09,2023-04-15,,Standard,298.49
4328,911,2025-02-07,2025-02-08,,Standard,462.75
4329,474,2025-04-30,2025-05-05,,Standard,2283.56
4330,616,2025-09-12,2025-09-13,,Express,2063.03
4331,722,2025-10-21,2025-10-27,,Same Day,189.57
4332,720,2024-01-03,2024-01-05,,Express,743.09
4333,735,2025-08-14,2025-08-17,,Express,3171.07
4334,838,2025-05-08,2025-05-14,,Same Day,1914.4
4335,182,2023-07-10,2023-07-11,,Standard,1248.6
4336,449,2025-10-27,2025-10-30,,Same Day,188.05
4337,366,2024-06-08,2024-06-09,,Express,3233.1
4338,778,2025-06-26,2025-07-02,,Standard,54.52
4339,328,2025-10-16,2025-10-19,,Same Day,831.91
4340,953,2023-10-04,2023-10-07,,Same Day,426.48
4341,703,2025-11-26,2025-12-01,,Same Day,162.25
4342,912,2025-11-13,2025-11-16,2025-11-25,Standard,434.25
4343,979,2025-10-30,2025-10-31,,Same Day,1695.71
4344,196,2025-09-16,2025-09-20,,Standard,408.65
4345,954,2025-04-18,2025-04-24,,Same Day,871.27
4346,375,2025-10-27,2025-10-28,,Same Day,1182.5
4347,770,2025-11-15,2025-11-16,2025-11-30,Express,627.54
4348,981,2025-11-02,2025-11-07,,Express,2370.51
4349,792,2024-05-07,2024-05-09,,Same Day,1295.26
4350,122,2024-05-12,2024-05-15,,Standard,321.72
4351,900,2025-01-10,2025-01-14,2025-02-01,Same Day,454.02
4352,996,2025-08-30,2025-09-02,2025-09-19,Express,1143.84
4353,642,2025-09-05,2025-09-06,,Same Day,2175.38
4354,345,2025-07-04,2025-07-09,,Same Day,461.84
4355,368,2025-03-21,2025-03-28,,Express,934.98
4356,703,2025-11-11,2025-11-14,,Express,1262.53
4357,398,2025-04-20,2025-04-21,2025-05-08,Same Day,287.2
4358,964,2025-09-30,2025-10-01,,Express,1335.54
4359,585,2025-10-02,2025-10-09,,Standard,743.05
4360,560,2024-12-24,2024-12-30,,Express,2030.04
4361,46,2025-12-02,2025-12-08,,Express,1313.9
4362,513,2025-09-11,2025-09-17,,Same Day,1393.85
4363,912,2025-08-02,2025-08-08,,Express,1322.54
4364,315,2025-03-21,2025-03-28,,Standard,979.55
4365,403,2025-10-07,2025-10-11,,Standard,689.38
4366,343,2024-05-18,2024-05-19,,Same Day,305.45
4367,357,2025-01-24,2025-01-25,,Express,1031.82
4368,321,2025-01-24,2025-01-26,,Standard,1323.2
4369,293,2025-04-29,2025-05-03,,Standard,372.18
4370,597,2023-05-21,2023-05-27,,Same Day,798.09
4371,720,2023-11-08,2023-11-10,,Express,1509.51
4372,339,2024-07-12,2024-07-13,2024-08-09,Standard,1791.16
4373,586,2024-06-22,2024-06-28,,Express,792.82
4374,860,2024-05-02,2024-05-05,,Same Day,4178.09
4375,783,2025-11-29,2025-12-04,,Same Day,1355.19
4376,260,2025-10-21,2025-10-22,,Standard,1630.01
4377,91,2025-04-12,2025-04-16,,Standard,1873.68
